accession,display_name,tax_id,parent_tax_id,sci_name,strain,title,submission_date,seq_length,assembly_level
GCF_001180505.1,E4_London_17_VIM_2_03_09,287,136841,Pseudomonas aeruginosa,E4_London_17_VIM_2_03_09,Pseudomonas aeruginosa,2015-07-07,7086174,Contig
GCF_001180485.1,E3_London_17_VIM_2_03_09,287,136841,Pseudomonas aeruginosa,E3_London_17_VIM_2_03_09,Pseudomonas aeruginosa,2015-07-07,7117753,Contig
GCF_001180465.1,E2_London_17_VIM_2_02_09,287,136841,Pseudomonas aeruginosa,E2_London_17_VIM_2_02_09,Pseudomonas aeruginosa,2015-07-07,7026469,Contig
GCF_001180445.1,E1_London_17_VIM_2_02_09,287,136841,Pseudomonas aeruginosa,E1_London_17_VIM_2_02_09,Pseudomonas aeruginosa,2015-07-07,7076647,Contig
GCF_001180425.1,P5_London_26_VIM_2_01_09,287,136841,Pseudomonas aeruginosa,P5_London_26_VIM_2_01_09,Pseudomonas aeruginosa,2015-07-07,7127855,Contig
GCF_001180405.1,P4_London_1_VIM_2_10_07,287,136841,Pseudomonas aeruginosa,P4_London_1_VIM_2_10_07,Pseudomonas aeruginosa,2015-07-07,7161246,Contig
GCF_001180385.1,P3_North_West_16_VIM_2_07_06,287,136841,Pseudomonas aeruginosa,P3_North_West_16_VIM_2_07_06,Pseudomonas aeruginosa,2015-07-07,7120814,Contig
GCF_001180365.1,P2_London_28_IMP_1_06_05,287,136841,Pseudomonas aeruginosa,P2_London_28_IMP_1_06_05,Pseudomonas aeruginosa,2015-07-07,7023959,Contig
GCF_001180345.1,P1_London_28_IMP_1_04_05,287,136841,Pseudomonas aeruginosa,P1_London_28_IMP_1_04_05,Pseudomonas aeruginosa,2015-07-07,7185412,Contig
GCF_001086805.1,ASM108680v1,287,136841,Pseudomonas aeruginosa,BTP036,Pseudomonas aeruginosa,2015-07-17,6879005,Contig
GCF_001086755.1,ASM108675v1,287,136841,Pseudomonas aeruginosa,BTP034,Pseudomonas aeruginosa,2015-07-17,6924697,Contig
GCF_001086745.1,ASM108674v1,287,136841,Pseudomonas aeruginosa,BTP035,Pseudomonas aeruginosa,2015-07-17,6873380,Contig
GCF_001086735.1,ASM108673v1,287,136841,Pseudomonas aeruginosa,BTP033,Pseudomonas aeruginosa,2015-07-17,6899762,Contig
GCF_001086725.1,ASM108672v1,287,136841,Pseudomonas aeruginosa,BTP038,Pseudomonas aeruginosa,2015-07-17,7085577,Contig
GCF_001086655.1,ASM108665v1,287,136841,Pseudomonas aeruginosa,BTP031,Pseudomonas aeruginosa,2015-07-17,6878781,Contig
GCF_001086645.1,ASM108664v1,287,136841,Pseudomonas aeruginosa,BTP037,Pseudomonas aeruginosa,2015-07-17,6857129,Contig
GCF_001086635.1,ASM108663v1,287,136841,Pseudomonas aeruginosa,BTP032,Pseudomonas aeruginosa,2015-07-17,7547174,Contig
GCF_001086625.1,ASM108662v1,287,136841,Pseudomonas aeruginosa,ATCC 27853,Pseudomonas aeruginosa,2015-07-17,6847745,Contig
GCF_001077475.1,ASM107747v1,287,136841,Pseudomonas aeruginosa,F9676,Pseudomonas aeruginosa,2015-07-13,6368008,Complete Genome
GCF_001077135.1,ASM107713v1,287,136841,Pseudomonas aeruginosa,660_PAER,Pseudomonas aeruginosa,2015-07-10,7037277,Scaffold
GCF_001076855.1,ASM107685v1,287,136841,Pseudomonas aeruginosa,499_PAER,Pseudomonas aeruginosa,2015-07-10,6770811,Scaffold
GCF_001076545.1,ASM107654v1,287,136841,Pseudomonas aeruginosa,549_PAER,Pseudomonas aeruginosa,2015-07-10,6957846,Scaffold
GCF_001076225.1,ASM107622v1,287,136841,Pseudomonas aeruginosa,1336_PAER,Pseudomonas aeruginosa,2015-07-10,6321085,Scaffold
GCF_001069315.1,ASM106931v1,287,136841,Pseudomonas aeruginosa,1152_PAER,Pseudomonas aeruginosa,2015-07-10,7110549,Scaffold
GCF_001068395.1,ASM106839v1,287,136841,Pseudomonas aeruginosa,993_PAER,Pseudomonas aeruginosa,2015-07-10,6910041,Scaffold
GCF_001068375.1,ASM106837v1,287,136841,Pseudomonas aeruginosa,991.rep2_PAER,Pseudomonas aeruginosa,2015-07-10,6647642,Contig
GCF_001068295.1,ASM106829v1,287,136841,Pseudomonas aeruginosa,957_PAER,Pseudomonas aeruginosa,2015-07-10,6918254,Contig
GCF_001068165.1,ASM106816v1,287,136841,Pseudomonas aeruginosa,927_PAER,Pseudomonas aeruginosa,2015-07-10,6654556,Contig
GCF_001068115.1,ASM106811v1,287,136841,Pseudomonas aeruginosa,908_PAER,Pseudomonas aeruginosa,2015-07-10,6647710,Contig
GCF_001067965.1,ASM106796v1,287,136841,Pseudomonas aeruginosa,958_PAER,Pseudomonas aeruginosa,2015-07-10,6914072,Contig
GCF_001067935.1,ASM106793v1,287,136841,Pseudomonas aeruginosa,928_PAER,Pseudomonas aeruginosa,2015-07-10,6624059,Contig
GCF_001067875.1,ASM106787v1,287,136841,Pseudomonas aeruginosa,913_PAER,Pseudomonas aeruginosa,2015-07-10,6728433,Contig
GCF_001067795.1,ASM106779v1,287,136841,Pseudomonas aeruginosa,991.rep1_PAER,Pseudomonas aeruginosa,2015-07-10,6643242,Contig
GCF_001067725.1,ASM106772v1,287,136841,Pseudomonas aeruginosa,953_PAER,Pseudomonas aeruginosa,2015-07-10,7045281,Contig
GCF_001067395.1,ASM106739v1,287,136841,Pseudomonas aeruginosa,792_PAER,Pseudomonas aeruginosa,2015-07-10,6486169,Scaffold
GCF_001067105.1,ASM106710v1,287,136841,Pseudomonas aeruginosa,720_PAER,Pseudomonas aeruginosa,2015-07-10,6454206,Contig
GCF_001067065.1,ASM106706v1,287,136841,Pseudomonas aeruginosa,710_PAER,Pseudomonas aeruginosa,2015-07-10,6579372,Contig
GCF_001066895.1,ASM106689v1,287,136841,Pseudomonas aeruginosa,685_PAER,Pseudomonas aeruginosa,2015-07-10,6540522,Contig
GCF_001066645.1,ASM106664v1,287,136841,Pseudomonas aeruginosa,859_PAER,Pseudomonas aeruginosa,2015-07-10,6871569,Contig
GCF_001066625.1,ASM106662v1,287,136841,Pseudomonas aeruginosa,857_PAER,Pseudomonas aeruginosa,2015-07-10,6880661,Contig
GCF_001066615.1,ASM106661v1,287,136841,Pseudomonas aeruginosa,852_PAER,Pseudomonas aeruginosa,2015-07-10,6789535,Scaffold
GCF_001066185.1,ASM106618v1,287,136841,Pseudomonas aeruginosa,744_PAER,Pseudomonas aeruginosa,2015-07-10,6722283,Contig
GCF_001066075.1,ASM106607v1,287,136841,Pseudomonas aeruginosa,719_PAER,Pseudomonas aeruginosa,2015-07-10,6445249,Contig
GCF_001065925.1,ASM106592v1,287,136841,Pseudomonas aeruginosa,681_PAER,Pseudomonas aeruginosa,2015-07-10,6540847,Contig
GCF_001065755.1,ASM106575v1,287,136841,Pseudomonas aeruginosa,635_PAER,Pseudomonas aeruginosa,2015-07-10,6770311,Scaffold
GCF_001065515.1,ASM106551v1,287,136841,Pseudomonas aeruginosa,576_PAER,Pseudomonas aeruginosa,2015-07-10,5979515,Scaffold
GCF_001065395.1,ASM106539v1,287,136841,Pseudomonas aeruginosa,545_PAER,Pseudomonas aeruginosa,2015-07-10,6566286,Scaffold
GCF_001065075.1,ASM106507v1,287,136841,Pseudomonas aeruginosa,468_PAER,Pseudomonas aeruginosa,2015-07-10,6803974,Scaffold
GCF_001065035.1,ASM106503v1,287,136841,Pseudomonas aeruginosa,462_PAER,Pseudomonas aeruginosa,2015-07-10,6898892,Scaffold
GCF_001064905.1,ASM106490v1,287,136841,Pseudomonas aeruginosa,427_PAER,Pseudomonas aeruginosa,2015-07-10,6801585,Scaffold
GCF_001064305.1,ASM106430v1,287,136841,Pseudomonas aeruginosa,279_PAER,Pseudomonas aeruginosa,2015-07-10,6842928,Scaffold
GCF_001063865.1,ASM106386v1,287,136841,Pseudomonas aeruginosa,637_PAER,Pseudomonas aeruginosa,2015-07-10,6734429,Scaffold
GCF_001063795.1,ASM106379v1,287,136841,Pseudomonas aeruginosa,577_PAER,Pseudomonas aeruginosa,2015-07-10,6551871,Scaffold
GCF_001063225.1,ASM106322v1,287,136841,Pseudomonas aeruginosa,367_PAER,Pseudomonas aeruginosa,2015-07-10,7200760,Scaffold
GCF_001063005.1,ASM106300v1,287,136841,Pseudomonas aeruginosa,231_PPRO,Pseudomonas aeruginosa,2015-07-10,6471889,Scaffold
GCF_001062995.1,ASM106299v1,287,136841,Pseudomonas aeruginosa,230_PAER,Pseudomonas aeruginosa,2015-07-10,6919796,Scaffold
GCF_001062835.1,ASM106283v1,287,136841,Pseudomonas aeruginosa,150_PMEN,Pseudomonas aeruginosa,2015-07-10,6208712,Scaffold
GCF_001062565.1,ASM106256v1,287,136841,Pseudomonas aeruginosa,1267_PMEN,Pseudomonas aeruginosa,2015-07-10,6737888,Scaffold
GCF_001061895.1,ASM106189v1,287,136841,Pseudomonas aeruginosa,1086_PAER,Pseudomonas aeruginosa,2015-07-10,6515110,Scaffold
GCF_001061875.1,ASM106187v1,287,136841,Pseudomonas aeruginosa,1079_PAER,Pseudomonas aeruginosa,2015-07-10,6506556,Contig
GCF_001061585.1,ASM106158v1,287,136841,Pseudomonas aeruginosa,1324_PAER,Pseudomonas aeruginosa,2015-07-10,7362218,Scaffold
GCF_001061475.1,ASM106147v1,287,136841,Pseudomonas aeruginosa,130_PAER,Pseudomonas aeruginosa,2015-07-10,6958704,Scaffold
GCF_001060735.1,ASM106073v1,287,136841,Pseudomonas aeruginosa,1268_PAER,Pseudomonas aeruginosa,2015-07-10,6785101,Scaffold
GCF_001060435.1,ASM106043v1,287,136841,Pseudomonas aeruginosa,1170_PAER,Pseudomonas aeruginosa,2015-07-10,6944275,Scaffold
GCF_001060185.1,ASM106018v1,287,136841,Pseudomonas aeruginosa,1046_PAER,Pseudomonas aeruginosa,2015-07-10,6478321,Contig
GCF_001051345.1,PAMH19,287,136841,Pseudomonas aeruginosa,MH19,Pseudomonas aeruginosa,2014-12-17,7123689,Contig
GCF_001042925.1,G1273,287,136841,Pseudomonas aeruginosa,DSM 50071,Pseudomonas aeruginosa,2015-06-30,6291043,Contig
GCF_001039325.1,ASM103932v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.05j,Pseudomonas aeruginosa,2015-06-24,6403498,Scaffold
GCF_001037395.1,ASM103739v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07t,Pseudomonas aeruginosa,2015-06-22,6403195,Scaffold
GCF_001037385.1,ASM103738v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07s,Pseudomonas aeruginosa,2015-06-22,6402909,Scaffold
GCF_001037355.1,ASM103735v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07q,Pseudomonas aeruginosa,2015-06-22,6406295,Scaffold
GCF_001037345.1,ASM103734v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07o,Pseudomonas aeruginosa,2015-06-22,6407611,Scaffold
GCF_001037315.1,ASM103731v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07l,Pseudomonas aeruginosa,2015-06-22,6407414,Scaffold
GCF_001037305.1,ASM103730v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07k,Pseudomonas aeruginosa,2015-06-22,6392194,Scaffold
GCF_001037275.1,ASM103727v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06o,Pseudomonas aeruginosa,2015-06-22,6355444,Scaffold
GCF_001037265.1,ASM103726v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06p,Pseudomonas aeruginosa,2015-06-22,6379314,Scaffold
GCF_001037235.1,ASM103723v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07j,Pseudomonas aeruginosa,2015-06-22,6411404,Scaffold
GCF_001037225.1,ASM103722v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07h,Pseudomonas aeruginosa,2015-06-22,6404295,Scaffold
GCF_001037195.1,ASM103719v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07g,Pseudomonas aeruginosa,2015-06-22,6404282,Scaffold
GCF_001037185.1,ASM103718v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07c,Pseudomonas aeruginosa,2015-06-22,6397976,Scaffold
GCF_001037165.1,ASM103716v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.07a,Pseudomonas aeruginosa,2015-06-22,6400047,Scaffold
GCF_001037145.1,ASM103714v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06s,Pseudomonas aeruginosa,2015-06-22,6375341,Scaffold
GCF_001037125.1,ASM103712v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06r,Pseudomonas aeruginosa,2015-06-22,6388360,Scaffold
GCF_001037105.1,ASM103710v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06q,Pseudomonas aeruginosa,2015-06-22,6373235,Scaffold
GCF_001037065.1,ASM103706v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06n,Pseudomonas aeruginosa,2015-06-22,6370612,Scaffold
GCF_001037055.1,ASM103705v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06m,Pseudomonas aeruginosa,2015-06-22,6389209,Scaffold
GCF_001037045.1,ASM103704v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06l,Pseudomonas aeruginosa,2015-06-22,6385836,Scaffold
GCF_001037025.1,ASM103702v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06i,Pseudomonas aeruginosa,2015-06-22,6390481,Scaffold
GCF_001036985.1,ASM103698v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06g,Pseudomonas aeruginosa,2015-06-22,6356271,Scaffold
GCF_001036975.1,ASM103697v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06f,Pseudomonas aeruginosa,2015-06-22,6386465,Scaffold
GCF_001036965.1,ASM103696v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06e,Pseudomonas aeruginosa,2015-06-22,6386201,Scaffold
GCF_001036915.1,ASM103691v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06d,Pseudomonas aeruginosa,2015-06-22,6360995,Scaffold
GCF_001036905.1,ASM103690v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06b,Pseudomonas aeruginosa,2015-06-22,6385097,Scaffold
GCF_001036895.1,ASM103689v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06c,Pseudomonas aeruginosa,2015-06-22,6394767,Scaffold
GCF_001036885.1,ASM103688v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.06a,Pseudomonas aeruginosa,2015-06-22,6389333,Scaffold
GCF_001036835.1,ASM103683v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.05t,Pseudomonas aeruginosa,2015-06-22,6408898,Scaffold
GCF_001036825.1,ASM103682v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.05r,Pseudomonas aeruginosa,2015-06-22,6398302,Scaffold
GCF_001036815.1,ASM103681v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.05q,Pseudomonas aeruginosa,2015-06-22,6405857,Scaffold
GCF_001036805.1,ASM103680v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12r,Pseudomonas aeruginosa,2015-06-22,6403411,Scaffold
GCF_001036775.1,ASM103677v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12q,Pseudomonas aeruginosa,2015-06-22,6409752,Scaffold
GCF_001036765.1,ASM103676v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12p,Pseudomonas aeruginosa,2015-06-22,6407822,Scaffold
GCF_001036735.1,ASM103673v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12o,Pseudomonas aeruginosa,2015-06-22,6406600,Scaffold
GCF_001036725.1,ASM103672v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12n,Pseudomonas aeruginosa,2015-06-22,6398382,Scaffold
GCF_001036685.1,ASM103668v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12m,Pseudomonas aeruginosa,2015-06-22,6421520,Scaffold
GCF_001036675.1,ASM103667v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12l,Pseudomonas aeruginosa,2015-06-22,6401909,Scaffold
GCF_001036655.1,ASM103665v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12k,Pseudomonas aeruginosa,2015-06-22,6403057,Scaffold
GCF_001036645.1,ASM103664v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12j,Pseudomonas aeruginosa,2015-06-22,6412352,Scaffold
GCF_001036605.1,ASM103660v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12i,Pseudomonas aeruginosa,2015-06-22,6399964,Scaffold
GCF_001036585.1,ASM103658v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12h,Pseudomonas aeruginosa,2015-06-22,6407510,Scaffold
GCF_001036575.1,ASM103657v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12g,Pseudomonas aeruginosa,2015-06-22,6406760,Scaffold
GCF_001036565.1,ASM103656v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12f,Pseudomonas aeruginosa,2015-06-22,6404856,Scaffold
GCF_001036545.1,ASM103654v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12e,Pseudomonas aeruginosa,2015-06-22,6394906,Scaffold
GCF_001036505.1,ASM103650v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12c,Pseudomonas aeruginosa,2015-06-22,6405620,Scaffold
GCF_001036495.1,ASM103649v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12d,Pseudomonas aeruginosa,2015-06-22,6401690,Scaffold
GCF_001036485.1,ASM103648v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11t,Pseudomonas aeruginosa,2015-06-22,6405143,Scaffold
GCF_001036465.1,ASM103646v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11s,Pseudomonas aeruginosa,2015-06-22,6406502,Scaffold
GCF_001036425.1,ASM103642v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11q,Pseudomonas aeruginosa,2015-06-22,6402666,Scaffold
GCF_001036415.1,ASM103641v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11p,Pseudomonas aeruginosa,2015-06-22,6403460,Scaffold
GCF_001036405.1,ASM103640v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11o,Pseudomonas aeruginosa,2015-06-22,6385884,Scaffold
GCF_001036385.1,ASM103638v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11n,Pseudomonas aeruginosa,2015-06-22,6405263,Scaffold
GCF_001036355.1,ASM103635v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11m,Pseudomonas aeruginosa,2015-06-22,6403686,Scaffold
GCF_001036335.1,ASM103633v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11l,Pseudomonas aeruginosa,2015-06-22,6405402,Scaffold
GCF_001036305.1,ASM103630v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.12a,Pseudomonas aeruginosa,2015-06-22,6390911,Scaffold
GCF_001036265.1,ASM103626v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11k,Pseudomonas aeruginosa,2015-06-22,6405116,Scaffold
GCF_001036255.1,ASM103625v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11j,Pseudomonas aeruginosa,2015-06-22,6403759,Scaffold
GCF_001036235.1,ASM103623v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11i,Pseudomonas aeruginosa,2015-06-22,6388455,Scaffold
GCF_001036225.1,ASM103622v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11h,Pseudomonas aeruginosa,2015-06-22,6401501,Scaffold
GCF_001036195.1,ASM103619v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11g,Pseudomonas aeruginosa,2015-06-22,6399106,Scaffold
GCF_001036185.1,ASM103618v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11f,Pseudomonas aeruginosa,2015-06-22,6404041,Scaffold
GCF_001036155.1,ASM103615v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11e,Pseudomonas aeruginosa,2015-06-22,6405219,Scaffold
GCF_001036145.1,ASM103614v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11d,Pseudomonas aeruginosa,2015-06-22,6402881,Scaffold
GCF_001036115.1,ASM103611v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11c,Pseudomonas aeruginosa,2015-06-22,6383504,Scaffold
GCF_001036105.1,ASM103610v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.11b,Pseudomonas aeruginosa,2015-06-22,6391741,Scaffold
GCF_001036065.1,ASM103606v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10t,Pseudomonas aeruginosa,2015-06-22,6297887,Scaffold
GCF_001036035.1,ASM103603v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10s,Pseudomonas aeruginosa,2015-06-22,6406215,Scaffold
GCF_001036025.1,ASM103602v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10r,Pseudomonas aeruginosa,2015-06-22,6400599,Scaffold
GCF_001036005.1,ASM103600v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10q,Pseudomonas aeruginosa,2015-06-22,6406472,Scaffold
GCF_001035975.1,ASM103597v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10p,Pseudomonas aeruginosa,2015-06-22,6403343,Scaffold
GCF_001035955.1,ASM103595v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10o,Pseudomonas aeruginosa,2015-06-22,6405210,Scaffold
GCF_001035945.1,ASM103594v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10n,Pseudomonas aeruginosa,2015-06-22,6402801,Scaffold
GCF_001035925.1,ASM103592v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10m,Pseudomonas aeruginosa,2015-06-22,6411232,Scaffold
GCF_001035885.1,ASM103588v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10l,Pseudomonas aeruginosa,2015-06-22,6404651,Scaffold
GCF_001035875.1,ASM103587v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10k,Pseudomonas aeruginosa,2015-06-22,6403500,Scaffold
GCF_001035865.1,ASM103586v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10j,Pseudomonas aeruginosa,2015-06-22,6399145,Scaffold
GCF_001035845.1,ASM103584v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10i,Pseudomonas aeruginosa,2015-06-22,6403168,Scaffold
GCF_001035805.1,ASM103580v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10h,Pseudomonas aeruginosa,2015-06-22,6406352,Scaffold
GCF_001035795.1,ASM103579v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10g,Pseudomonas aeruginosa,2015-06-22,6404037,Scaffold
GCF_001035785.1,ASM103578v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10f,Pseudomonas aeruginosa,2015-06-22,6401074,Scaffold
GCF_001035765.1,ASM103576v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10e,Pseudomonas aeruginosa,2015-06-22,6403039,Scaffold
GCF_001035725.1,ASM103572v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10d,Pseudomonas aeruginosa,2015-06-22,6403283,Scaffold
GCF_001035715.1,ASM103571v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10c,Pseudomonas aeruginosa,2015-06-22,6401694,Scaffold
GCF_001035705.1,ASM103570v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10b,Pseudomonas aeruginosa,2015-06-22,6399263,Scaffold
GCF_001035685.1,ASM103568v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.10a,Pseudomonas aeruginosa,2015-06-22,6411451,Scaffold
GCF_001035645.1,ASM103564v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09t,Pseudomonas aeruginosa,2015-06-22,6405155,Scaffold
GCF_001035635.1,ASM103563v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09s,Pseudomonas aeruginosa,2015-06-22,6399924,Scaffold
GCF_001035625.1,ASM103562v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09r,Pseudomonas aeruginosa,2015-06-22,6400452,Scaffold
GCF_001035605.1,ASM103560v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09q,Pseudomonas aeruginosa,2015-06-22,6404684,Scaffold
GCF_001035575.1,ASM103557v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09p,Pseudomonas aeruginosa,2015-06-22,6404907,Scaffold
GCF_001035565.1,ASM103556v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09o,Pseudomonas aeruginosa,2015-06-22,6404330,Scaffold
GCF_001035535.1,ASM103553v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09n,Pseudomonas aeruginosa,2015-06-22,6403526,Scaffold
GCF_001035525.1,ASM103552v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09m,Pseudomonas aeruginosa,2015-06-22,6403665,Scaffold
GCF_001035495.1,ASM103549v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09l,Pseudomonas aeruginosa,2015-06-22,6393886,Scaffold
GCF_001035485.1,ASM103548v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09k,Pseudomonas aeruginosa,2015-06-22,6405146,Scaffold
GCF_001035465.1,ASM103546v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09j,Pseudomonas aeruginosa,2015-06-22,6402741,Scaffold
GCF_001035445.1,ASM103544v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09i,Pseudomonas aeruginosa,2015-06-22,6405037,Scaffold
GCF_001035415.1,ASM103541v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09h,Pseudomonas aeruginosa,2015-06-22,6406891,Scaffold
GCF_001035395.1,ASM103539v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09g,Pseudomonas aeruginosa,2015-06-22,6402855,Scaffold
GCF_001035385.1,ASM103538v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09f,Pseudomonas aeruginosa,2015-06-22,6405923,Scaffold
GCF_001035365.1,ASM103536v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09e,Pseudomonas aeruginosa,2015-06-22,6405702,Scaffold
GCF_001035325.1,ASM103532v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09c,Pseudomonas aeruginosa,2015-06-22,6404860,Scaffold
GCF_001035315.1,ASM103531v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09d,Pseudomonas aeruginosa,2015-06-22,6392811,Scaffold
GCF_001035305.1,ASM103530v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09b,Pseudomonas aeruginosa,2015-06-22,6403701,Scaffold
GCF_001035285.1,ASM103528v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.09a,Pseudomonas aeruginosa,2015-06-22,6403859,Scaffold
GCF_001035245.1,ASM103524v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.08t,Pseudomonas aeruginosa,2015-06-22,6385869,Scaffold
GCF_001035235.1,ASM103523v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.08s,Pseudomonas aeruginosa,2015-06-22,6392660,Scaffold
GCF_001035225.1,ASM103522v1,287,136841,Pseudomonas aeruginosa,Pae_CF67.08r,Pseudomonas aeruginosa,2015-06-22,6398013,Scaffold
